filepath,substrate_cluster,substrate_name
data/raw/Coccidiosis/cocci.431.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.432.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.433.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.434.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.435.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.436.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.437.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.438.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.439.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.44.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.440.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.441.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.442.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.443.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.444.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.445.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.446.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.447.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.448.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.449.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.45.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.450.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.451.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.452.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.453.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.454.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.455.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.456.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.457.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.458.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.459.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.46.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.460.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.461.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.462.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.463.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.464.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.465.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.466.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.467.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.468.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.469.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.47.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.470.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.471.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.472.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.473.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.474.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.475.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.476.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.477.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.478.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.479.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.48.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.480.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.481.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.482.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.483.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.484.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.485.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.486.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.487.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.488.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.489.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.49.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.490.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.491.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.492.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.493.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.494.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.495.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.496.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.497.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.498.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.499.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.5.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.50.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.500.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.501.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.502.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.503.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.504.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.505.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.506.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.507.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.508.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.509.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.51.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.510.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.511.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.512.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.513.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.514.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.515.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.516.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.517.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.518.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.519.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.52.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.520.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.521.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.522.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.523.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.524.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.525.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.526.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.527.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.528.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.529.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.53.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.530.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.531.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.532.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.533.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.534.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.535.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.536.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.537.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.538.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.539.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.54.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.540.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.541.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.542.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.543.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.544.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.545.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.546.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.547.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.548.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.549.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.55.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.550.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.551.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.552.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.553.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.554.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.555.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.556.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.557.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.558.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.559.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.56.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.560.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.561.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.562.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.563.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.564.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.565.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.566.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.567.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.568.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.569.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.57.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.570.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.571.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.572.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.573.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.574.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.575.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.576.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.577.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.578.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.579.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.58.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.580.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.581.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.582.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.583.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.584.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.585.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.586.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.587.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.588.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.589.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.59.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.590.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.591.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.592.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.593.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.594.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.595.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.596.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.597.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.598.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.599.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.6.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.60.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.600.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.601.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.602.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.603.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.604.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.605.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.606.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.607.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.608.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.609.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.61.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.610.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.611.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.612.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.613.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.614.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.615.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.616.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.617.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.618.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.619.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.62.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.620.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.621.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.622.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.623.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.624.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.625.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.626.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.627.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.628.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.629.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.63.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.630.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.631.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.632.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.633.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.634.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.635.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.636.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.637.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.638.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.639.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.64.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.640.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.641.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.642.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.643.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.644.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.645.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.646.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.647.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.648.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.649.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.65.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.650.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.651.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.652.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.653.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.654.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.655.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.656.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.657.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.658.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.659.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.66.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.660.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.661.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.662.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.663.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.664.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.665.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.666.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.667.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.668.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.669.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.67.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.670.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.671.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.672.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.673.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.674.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.675.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.676.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.677.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.678.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.679.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.68.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.680.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.681.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.682.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.683.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.684.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.685.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.686.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.687.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.688.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.689.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.69.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.690.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.691.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.692.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.693.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.694.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.695.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.696.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.697.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.698.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.699.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.7.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.70.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.700.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.701.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.702.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.703.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.704.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.705.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.706.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.707.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.708.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.709.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.71.jpg,0,Cluster 0 (Dark soil / concrete)
data/raw/Coccidiosis/cocci.710.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.711.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.712.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.713.jpg,2,Cluster 2 (Reddish-brown litter)
data/raw/Coccidiosis/cocci.714.jpg,3,Cluster 3 (Mixed straw / pen floor)
data/raw/Coccidiosis/cocci.715.jpg,1,Cluster 1 (Light wood shavings)
data/raw/Coccidiosis/cocci.716.jpg,2,Cluster 2 (Reddish-brown litter)
